/Graph
Time (s),Data (Meters),Data0 (Meters),Data1 (Meters)
24.600,+3.278e-07,+1.000e+00,-2.000e+00
24.625,+3.278e-07,+1.000e+00,-2.000e+00
24.650,+3.278e-07,+1.000e+00,-2.000e+00
24.674999,+3.278e-07,+1.000e+00,-2.000e+00
24.699999,+3.278e-07,+1.000e+00,-2.000e+00
24.725,+3.278e-07,+1.000e+00,-2.000e+00
24.750,+3.278e-07,+1.000e+00,-2.000e+00
24.775,+3.278e-07,+1.000e+00,-2.000e+00
24.799999,+3.278e-07,+1.000e+00,-2.000e+00
24.824999,+3.278e-07,+1.000e+00,-2.000e+00
24.850,+3.278e-07,+1.000e+00,-2.000e+00
24.875,+3.278e-07,+1.000e+00,-2.000e+00
24.900,+3.278e-07,+1.000e+00,-2.000e+00
24.924999,+3.278e-07,+1.000e+00,-2.000e+00
24.949999,+3.278e-07,+1.000e+00,-2.000e+00
24.975,+3.278e-07,+1.000e+00,-2.000e+00
25.000,+3.278e-07,+1.000e+00,-2.000e+00
25.025,+3.278e-07,+1.000e+00,-2.000e+00
25.049999,+3.278e-07,+1.000e+00,-2.000e+00
25.074999,+3.278e-07,+1.000e+00,-2.000e+00
25.100,+3.278e-07,+1.000e+00,-2.000e+00
25.125,+3.278e-07,+1.000e+00,-2.000e+00
25.150,+3.278e-07,+1.000e+00,-2.000e+00
25.174999,+3.278e-07,+1.000e+00,-2.000e+00
25.199999,+3.278e-07,+1.000e+00,-2.000e+00
25.225,+3.278e-07,+1.000e+00,-2.000e+00
25.250,+3.278e-07,+1.000e+00,-2.000e+00
25.275,+3.278e-07,+1.000e+00,-2.000e+00
25.299999,+3.278e-07,+1.000e+00,-2.000e+00
25.324999,+3.278e-07,+1.000e+00,-2.000e+00
25.350,+3.278e-07,+1.000e+00,-2.000e+00
25.375,+3.278e-07,+1.000e+00,-2.000e+00
25.400,+3.278e-07,+1.000e+00,-2.000e+00
25.424999,+3.278e-07,+1.000e+00,-2.000e+00
25.449999,+3.278e-07,+1.000e+00,-2.000e+00
25.475,+3.278e-07,+1.000e+00,-2.000e+00
25.500,+3.278e-07,+1.000e+00,-2.000e+00
25.525,+3.278e-07,+1.000e+00,-2.000e+00
25.549999,+3.278e-07,+1.000e+00,-2.000e+00
25.574999,+3.278e-07,+1.000e+00,-2.000e+00
25.600,+3.278e-07,+1.000e+00,-2.000e+00
25.625,+3.278e-07,+1.000e+00,-2.000e+00
25.650,+3.278e-07,+1.000e+00,-2.000e+00
25.674999,+3.278e-07,+1.000e+00,-2.000e+00
25.699999,+3.278e-07,+1.000e+00,-2.000e+00
25.725,+3.278e-07,+1.000e+00,-2.000e+00
25.750,+3.278e-07,+1.000e+00,-2.000e+00
25.775,+3.278e-07,+1.000e+00,-2.000e+00
25.799999,+3.278e-07,+1.000e+00,-2.000e+00
25.824999,+3.278e-07,+1.000e+00,-2.000e+00
25.850,+3.278e-07,+1.000e+00,-2.000e+00
25.875,+3.278e-07,+1.000e+00,-2.000e+00
25.900,+3.278e-07,+1.000e+00,-2.000e+00
25.924999,+3.278e-07,+1.000e+00,-2.000e+00
25.949999,+3.278e-07,+1.000e+00,-2.000e+00
25.975,+3.278e-07,+1.000e+00,-2.000e+00
26.000,+3.278e-07,+1.000e+00,-2.000e+00
26.025,+3.278e-07,+1.000e+00,-2.000e+00
26.049999,+3.278e-07,+1.000e+00,-2.000e+00
26.074999,+3.278e-07,+1.000e+00,-2.000e+00
26.100,+3.278e-07,+1.000e+00,-2.000e+00
26.125,+3.278e-07,+1.000e+00,-2.000e+00
26.150,+3.278e-07,+1.000e+00,-2.000e+00
26.174999,+3.278e-07,+1.000e+00,-2.000e+00
26.199999,+3.278e-07,+1.000e+00,-2.000e+00
26.225,+3.278e-07,+1.000e+00,-2.000e+00
26.250,+3.278e-07,+1.000e+00,-2.000e+00
26.275,+3.278e-07,+1.000e+00,-2.000e+00
26.299999,+3.278e-07,+1.000e+00,-2.000e+00
26.324999,+3.278e-07,+1.000e+00,-2.000e+00
26.350,+3.278e-07,+1.000e+00,-2.000e+00
26.375,+3.278e-07,+1.000e+00,-2.000e+00
26.400,+3.278e-07,+1.000e+00,-2.000e+00
26.424999,+3.278e-07,+1.000e+00,-2.000e+00
26.449999,+3.278e-07,+1.000e+00,-2.000e+00
26.475,+3.278e-07,+1.000e+00,-2.000e+00
26.500,+3.278e-07,+1.000e+00,-2.000e+00
26.525,+3.278e-07,+1.000e+00,-2.000e+00
26.549999,+3.278e-07,+1.000e+00,-2.000e+00
26.574999,+3.278e-07,+1.000e+00,-2.000e+00
26.600,+3.278e-07,+1.000e+00,-2.000e+00
26.625,+3.278e-07,+1.000e+00,-2.000e+00
26.650,+3.278e-07,+1.000e+00,-2.000e+00
26.674999,+3.278e-07,+1.000e+00,-2.000e+00
26.699999,+3.278e-07,+1.000e+00,-2.000e+00
26.725,+3.278e-07,+1.000e+00,-2.000e+00
26.750,+3.278e-07,+1.000e+00,-2.000e+00
26.775,+3.278e-07,+1.000e+00,-2.000e+00
26.799999,+3.278e-07,+1.000e+00,-2.000e+00
26.824999,+3.278e-07,+1.000e+00,-2.000e+00
26.850,+3.278e-07,+1.000e+00,-2.000e+00
26.875,+3.278e-07,+1.000e+00,-2.000e+00
26.900,+3.278e-07,+1.000e+00,-2.000e+00
26.924999,+3.278e-07,+1.000e+00,-2.000e+00
26.949999,+3.278e-07,+1.000e+00,-2.000e+00
26.975,+3.278e-07,+1.000e+00,-2.000e+00
27.000,+3.278e-07,+1.000e+00,-2.000e+00
27.025,+3.278e-07,+1.000e+00,-2.000e+00
27.049999,+3.278e-07,+1.000e+00,-2.000e+00
27.074999,+3.278e-07,+1.000e+00,-2.000e+00
27.100,+3.278e-07,+1.000e+00,-2.000e+00
27.125,+3.278e-07,+1.000e+00,-2.000e+00
27.150,+3.278e-07,+1.000e+00,-2.000e+00
27.174999,+3.278e-07,+1.000e+00,-2.000e+00
27.199999,+3.278e-07,+1.000e+00,-2.000e+00
27.225,+3.278e-07,+1.000e+00,-2.000e+00
27.250,+3.278e-07,+1.000e+00,-2.000e+00
27.275,+3.278e-07,+1.000e+00,-2.000e+00
27.299999,+3.278e-07,+1.000e+00,-2.000e+00
27.324999,+3.278e-07,+1.000e+00,-2.000e+00
27.350,+3.278e-07,+1.000e+00,-2.000e+00
27.375,+3.278e-07,+1.000e+00,-2.000e+00
27.400,+3.278e-07,+1.000e+00,-2.000e+00
27.424999,+3.278e-07,+1.000e+00,-2.000e+00
27.449999,+3.278e-07,+1.000e+00,-2.000e+00
27.475,+3.278e-07,+1.000e+00,-2.000e+00
27.500,+3.278e-07,+1.000e+00,-2.000e+00
27.525,+3.278e-07,+1.000e+00,-2.000e+00
27.549999,+3.278e-07,+1.000e+00,-2.000e+00
27.574999,+3.278e-07,+1.000e+00,-2.000e+00
27.600,+3.278e-07,+1.000e+00,-2.000e+00
27.625,+3.278e-07,+1.000e+00,-2.000e+00
27.650,+3.278e-07,+1.000e+00,-2.000e+00
27.674999,+3.278e-07,+1.000e+00,-2.000e+00
27.699999,+3.278e-07,+1.000e+00,-2.000e+00
27.725,+3.278e-07,+1.000e+00,-2.000e+00
27.750,+3.278e-07,+1.000e+00,-2.000e+00
27.775,+3.278e-07,+1.000e+00,-2.000e+00
27.799999,+3.278e-07,+1.000e+00,-2.000e+00
27.824999,+3.278e-07,+1.000e+00,-2.000e+00
27.850,+3.278e-07,+1.000e+00,-2.000e+00
27.875,+3.278e-07,+1.000e+00,-2.000e+00
27.900,+3.278e-07,+1.000e+00,-2.000e+00
27.924999,+3.278e-07,+1.000e+00,-2.000e+00
27.949999,+3.278e-07,+1.000e+00,-2.000e+00
27.975,+3.278e-07,+1.000e+00,-2.000e+00
28.000,+3.278e-07,+1.000e+00,-2.000e+00
28.025,+3.278e-07,+1.000e+00,-2.000e+00
28.049999,+3.278e-07,+1.000e+00,-2.000e+00
28.074999,+3.278e-07,+1.000e+00,-2.000e+00
28.100,+3.278e-07,+1.000e+00,-2.000e+00
28.125,+3.278e-07,+1.000e+00,-2.000e+00
28.150,+3.278e-07,+1.000e+00,-2.000e+00
28.174999,+3.278e-07,+1.000e+00,-2.000e+00
28.199999,+3.278e-07,+1.000e+00,-2.000e+00
28.225,+3.278e-07,+1.000e+00,-2.000e+00
28.250,+3.278e-07,+1.000e+00,-2.000e+00
28.275,+3.278e-07,+1.000e+00,-2.000e+00
28.299999,+3.278e-07,+1.000e+00,-2.000e+00
28.324999,+3.278e-07,+1.000e+00,-2.000e+00
28.350,+3.278e-07,+1.000e+00,-2.000e+00
28.375,+3.278e-07,+1.000e+00,-2.000e+00
28.400,+3.278e-07,+1.000e+00,-2.000e+00
28.424999,+3.278e-07,+1.000e+00,-2.000e+00
28.449999,+3.278e-07,+1.000e+00,-2.000e+00
28.475,+3.278e-07,+1.000e+00,-2.000e+00
28.500,+3.278e-07,+1.000e+00,-2.000e+00
28.525,+3.278e-07,+1.000e+00,-2.000e+00
28.549999,+3.278e-07,+1.000e+00,-2.000e+00
28.574999,+3.278e-07,+1.000e+00,-2.000e+00
28.600,+3.278e-07,+1.000e+00,-2.000e+00
28.625,+3.278e-07,+1.000e+00,-2.000e+00
28.650,+3.278e-07,+1.000e+00,-2.000e+00
28.674999,+3.278e-07,+1.000e+00,-2.000e+00
28.699999,+3.278e-07,+1.000e+00,-2.000e+00
28.725,+3.278e-07,+1.000e+00,-2.000e+00
28.750,+3.278e-07,+1.000e+00,-2.000e+00
28.775,+3.278e-07,+1.000e+00,-2.000e+00
28.799999,+3.278e-07,+1.000e+00,-2.000e+00
28.824999,+3.278e-07,+1.000e+00,-2.000e+00
28.850,+3.278e-07,+1.000e+00,-2.000e+00
28.875,+3.278e-07,+1.000e+00,-2.000e+00
28.900,+3.278e-07,+1.000e+00,-2.000e+00
28.924999,+3.278e-07,+1.000e+00,-2.000e+00
28.949999,+3.278e-07,+1.000e+00,-2.000e+00
28.975,+3.278e-07,+1.000e+00,-2.000e+00
29.000,+3.278e-07,+1.000e+00,-2.000e+00
29.025,+3.278e-07,+1.000e+00,-2.000e+00
29.049999,+3.278e-07,+1.000e+00,-2.000e+00
29.074999,+3.278e-07,+1.000e+00,-2.000e+00
29.100,+3.278e-07,+1.000e+00,-2.000e+00
29.125,+3.278e-07,+1.000e+00,-2.000e+00
29.150,+3.278e-07,+1.000e+00,-2.000e+00
29.174999,+3.278e-07,+1.000e+00,-2.000e+00
29.199999,+3.278e-07,+1.000e+00,-2.000e+00
29.225,+3.278e-07,+1.000e+00,-2.000e+00
29.250,+3.278e-07,+1.000e+00,-2.000e+00
29.275,+3.278e-07,+1.000e+00,-2.000e+00
29.299999,+3.278e-07,+1.000e+00,-2.000e+00
29.324999,+3.278e-07,+1.000e+00,-2.000e+00
29.350,+3.278e-07,+1.000e+00,-2.000e+00
29.375,+3.278e-07,+1.000e+00,-2.000e+00
29.400,+3.278e-07,+1.000e+00,-2.000e+00
29.424999,+3.278e-07,+1.000e+00,-2.000e+00
29.449999,+3.278e-07,+1.000e+00,-2.000e+00
29.475,+3.278e-07,+1.000e+00,-2.000e+00
29.500,+3.278e-07,+1.000e+00,-2.000e+00
29.525,+3.278e-07,+1.000e+00,-2.000e+00
29.549999,+3.278e-07,+1.000e+00,-2.000e+00
29.574999,+3.278e-07,+1.000e+00,-2.000e+00
29.600,+3.278e-07,+1.000e+00,-2.000e+00
29.625,+3.278e-07,+1.000e+00,-2.000e+00
29.650,+3.278e-07,+1.000e+00,-2.000e+00
29.674999,+3.278e-07,+1.000e+00,-2.000e+00
29.699999,+3.278e-07,+1.000e+00,-2.000e+00
29.725,+3.278e-07,+1.000e+00,-2.000e+00
29.750,+3.278e-07,+1.000e+00,-2.000e+00
29.775,+3.278e-07,+1.000e+00,-2.000e+00
29.799999,+3.278e-07,+1.000e+00,-2.000e+00
29.824999,+3.278e-07,+1.000e+00,-2.000e+00
29.850,+3.278e-07,+1.000e+00,-2.000e+00
29.875,+3.278e-07,+1.000e+00,-2.000e+00
29.900,+3.278e-07,+1.000e+00,-2.000e+00
29.924999,+3.278e-07,+1.000e+00,-2.000e+00
29.949999,+3.278e-07,+1.000e+00,-2.000e+00
29.975,+3.278e-07,+1.000e+00,-2.000e+00
30.000,+3.278e-07,+1.000e+00,-2.000e+00
30.025,+3.278e-07,+1.000e+00,-2.000e+00
30.049999,+3.278e-07,+1.000e+00,-2.000e+00
30.074999,+3.278e-07,+1.000e+00,-2.000e+00
30.100,+3.278e-07,+1.000e+00,-2.000e+00
30.125,+3.278e-07,+1.000e+00,-2.000e+00
30.150,+3.278e-07,+1.000e+00,-2.000e+00
30.174999,+3.278e-07,+1.000e+00,-2.000e+00
30.199999,+3.278e-07,+1.000e+00,-2.000e+00
30.225,+3.278e-07,+1.000e+00,-2.000e+00
30.250,+3.278e-07,+1.000e+00,-2.000e+00
30.275,+3.278e-07,+1.000e+00,-2.000e+00
30.299999,+3.278e-07,+1.000e+00,-2.000e+00
30.324999,+3.278e-07,+1.000e+00,-2.000e+00
30.350,+3.278e-07,+1.000e+00,-2.000e+00
30.375,+3.278e-07,+1.000e+00,-2.000e+00
30.400,+3.278e-07,+1.000e+00,-2.000e+00
30.424999,+3.278e-07,+1.000e+00,-2.000e+00
30.449999,+3.278e-07,+1.000e+00,-2.000e+00
30.475,+3.278e-07,+1.000e+00,-2.000e+00
30.500,+3.278e-07,+1.000e+00,-2.000e+00
30.525,+3.278e-07,+1.000e+00,-2.000e+00
30.549999,+3.278e-07,+1.000e+00,-2.000e+00
30.574999,+3.278e-07,+1.000e+00,-2.000e+00
30.600,+3.278e-07,+1.000e+00,-2.000e+00
30.625,+3.278e-07,+1.000e+00,-2.000e+00
30.650,+3.278e-07,+1.000e+00,-2.000e+00
30.674999,+3.278e-07,+1.000e+00,-2.000e+00
30.699999,+3.278e-07,+1.000e+00,-2.000e+00
30.725,+3.278e-07,+1.000e+00,-2.000e+00
30.750,+3.278e-07,+1.000e+00,-2.000e+00
30.775,+3.278e-07,+1.000e+00,-2.000e+00
30.799999,+3.278e-07,+1.000e+00,-2.000e+00
30.824999,+3.278e-07,+1.000e+00,-2.000e+00
30.850,+3.278e-07,+1.000e+00,-2.000e+00
30.875,+3.278e-07,+1.000e+00,-2.000e+00
30.900,+3.278e-07,+1.000e+00,-2.000e+00
30.924999,+3.278e-07,+1.000e+00,-2.000e+00
30.949999,+3.278e-07,+1.000e+00,-2.000e+00
30.975,+3.278e-07,+1.000e+00,-2.000e+00
31.000,+3.278e-07,+1.000e+00,-2.000e+00
31.025,+3.278e-07,+1.000e+00,-2.000e+00
31.049999,+3.278e-07,+1.000e+00,-2.000e+00
31.074999,+3.278e-07,+1.000e+00,-2.000e+00
31.100,+3.278e-07,+1.000e+00,-2.000e+00
0.160,+2.000e-01,+5.000e-01,-2.000e+00
0.170,+2.000e-01,+5.000e-01,-2.000e+00
0.180,+2.000e-01,+5.000e-01,-2.000e+00
0.190,+2.000e-01,+5.000e-01,-2.000e+00
0.200,+2.000e-01,+5.000e-01,-2.000e+00
0.210,+2.000e-01,+5.000e-01,-2.000e+00
0.220,+2.000e-01,+5.000e-01,-2.000e+00
0.230,+2.000e-01,+5.000e-01,-2.000e+00
0.240,+2.000e-01,+5.000e-01,-2.000e+00
0.250,+2.000e-01,+5.000e-01,-2.000e+00
0.260,+2.000e-01,+5.000e-01,-2.000e+00
0.270,+2.000e-01,+5.000e-01,-2.000e+00
0.280,+2.000e-01,+5.000e-01,-2.000e+00
0.290,+2.000e-01,+5.000e-01,-2.000e+00
0.300,+2.000e-01,+5.000e-01,-2.000e+00
0.310,+2.000e-01,+5.000e-01,-2.000e+00
0.320,+2.000e-01,+5.000e-01,-2.000e+00
0.330,+2.000e-01,+5.000e-01,-2.000e+00
0.340,+2.000e-01,+5.000e-01,-2.000e+00
0.350,+2.000e-01,+5.000e-01,-2.000e+00
0.360,+2.000e-01,+5.000e-01,-2.000e+00
0.370,+2.000e-01,+5.000e-01,-2.000e+00
0.380,+2.000e-01,+5.000e-01,-2.000e+00
0.390,+2.000e-01,+5.000e-01,-2.000e+00
0.400,+2.000e-01,+5.000e-01,-2.000e+00
0.410,+2.000e-01,+5.000e-01,-2.000e+00
0.420,+2.000e-01,+5.000e-01,-2.000e+00
0.430,+2.000e-01,+5.000e-01,-2.000e+00
0.440,+2.000e-01,+5.000e-01,-2.000e+00
0.450,+2.000e-01,+5.000e-01,-2.000e+00
0.460,+2.000e-01,+5.000e-01,-2.000e+00
0.470,+2.000e-01,+5.000e-01,-2.000e+00
0.480,+2.000e-01,+5.000e-01,-2.000e+00
0.490,+2.000e-01,+5.000e-01,-2.000e+00
0.500,+2.000e-01,+5.000e-01,-2.000e+00
0.510,+2.000e-01,+5.000e-01,-2.000e+00
0.520,+2.000e-01,+5.000e-01,-2.000e+00
0.530,+2.000e-01,+5.000e-01,-2.000e+00
0.540,+2.000e-01,+5.000e-01,-2.000e+00
0.550,+2.000e-01,+5.000e-01,-2.000e+00
0.560,+2.000e-01,+5.000e-01,-2.000e+00
0.570,+2.000e-01,+5.000e-01,-2.000e+00
0.580,+2.000e-01,+5.000e-01,-2.000e+00
0.590,+2.000e-01,+5.000e-01,-2.000e+00
0.600,+2.000e-01,+5.000e-01,-2.000e+00
0.610,+2.000e-01,+5.000e-01,-2.000e+00
0.620,+2.000e-01,+5.000e-01,-2.000e+00
0.630,+2.000e-01,+5.000e-01,-2.000e+00
0.640,+2.000e-01,+5.000e-01,-2.000e+00
0.650,+2.000e-01,+5.000e-01,-2.000e+00
0.660,+2.000e-01,+5.000e-01,-2.000e+00
0.670,+2.000e-01,+5.000e-01,-2.000e+00
0.680,+2.000e-01,+5.000e-01,-2.000e+00
0.690,+2.000e-01,+5.000e-01,-2.000e+00
0.700,+2.000e-01,+5.000e-01,-2.000e+00
0.710,+2.000e-01,+5.000e-01,-2.000e+00
0.720,+2.000e-01,+5.000e-01,-2.000e+00
0.730,+2.000e-01,+5.000e-01,-2.000e+00
0.740,+2.000e-01,+5.000e-01,-2.000e+00
0.750,+2.000e-01,+5.000e-01,-2.000e+00
0.760,+2.000e-01,+5.000e-01,-2.000e+00
0.770,+2.000e-01,+5.000e-01,-2.000e+00
0.780,+2.000e-01,+5.000e-01,-2.000e+00
0.790,+2.000e-01,+5.000e-01,-2.000e+00
0.800,+2.000e-01,+5.000e-01,-2.000e+00
0.810,+2.000e-01,+5.000e-01,-2.000e+00
0.820,+2.000e-01,+5.000e-01,-2.000e+00
0.830,+2.000e-01,+5.000e-01,-2.000e+00
0.840,+2.000e-01,+5.000e-01,-2.000e+00
0.850,+2.000e-01,+5.000e-01,-2.000e+00
0.860,+2.000e-01,+5.000e-01,-2.000e+00
0.870,+2.000e-01,+5.000e-01,-2.000e+00
0.880,+2.000e-01,+5.000e-01,-2.000e+00
0.890,+2.000e-01,+5.000e-01,-2.000e+00
0.900,+2.000e-01,+5.000e-01,-2.000e+00
0.910,+2.000e-01,+5.000e-01,-2.000e+00
0.920,+2.000e-01,+5.000e-01,-2.000e+00
0.930,+2.000e-01,+5.000e-01,-2.000e+00
0.940,+2.000e-01,+5.000e-01,-2.000e+00
0.950,+2.000e-01,+5.000e-01,-2.000e+00
0.960,+2.000e-01,+5.000e-01,-2.000e+00
0.970,+2.000e-01,+5.000e-01,-2.000e+00
0.980,+2.000e-01,+5.000e-01,-2.000e+00
0.990,+2.000e-01,+5.000e-01,-2.000e+00
1.000,+2.000e-01,+5.000e-01,-2.000e+00
1.010,+2.000e-01,+5.000e-01,-2.000e+00
1.020,+2.000e-01,+5.000e-01,-2.000e+00
1.030,+2.000e-01,+5.000e-01,-2.000e+00
1.040,+2.000e-01,+5.000e-01,-2.000e+00
1.050,+2.000e-01,+5.000e-01,-2.000e+00
1.060,+2.000e-01,+5.000e-01,-2.000e+00
1.070,+2.000e-01,+5.000e-01,-2.000e+00
1.080,+2.000e-01,+5.000e-01,-2.000e+00
1.090,+2.000e-01,+5.000e-01,-2.000e+00
1.100,+2.000e-01,+5.000e-01,-2.000e+00
1.110,+2.000e-01,+5.000e-01,-2.000e+00
1.120,+2.000e-01,+5.000e-01,-2.000e+00
1.130,+2.000e-01,+5.000e-01,-2.000e+00
1.140,+2.000e-01,+5.000e-01,-2.000e+00
1.150,+2.000e-01,+5.000e-01,-2.000e+00
1.160,+2.000e-01,+5.000e-01,-2.000e+00
1.170,+2.000e-01,+5.000e-01,-2.000e+00
1.180,+2.000e-01,+5.000e-01,-2.000e+00
1.190,+2.000e-01,+5.000e-01,-2.000e+00
1.200,+2.000e-01,+5.000e-01,-2.000e+00
1.210,+2.000e-01,+5.000e-01,-2.000e+00
1.220,+2.000e-01,+5.000e-01,-2.000e+00
1.230,+2.000e-01,+5.000e-01,-2.000e+00
1.240,+2.000e-01,+5.000e-01,-2.000e+00
1.250,+2.000e-01,+5.000e-01,-2.000e+00
1.260,+2.000e-01,+5.000e-01,-2.000e+00
1.270,+2.000e-01,+5.000e-01,-2.000e+00
1.280,+2.000e-01,+5.000e-01,-2.000e+00
1.290,+2.000e-01,+5.000e-01,-2.000e+00
1.300,+2.000e-01,+5.000e-01,-2.000e+00
1.310,+2.000e-01,+5.000e-01,-2.000e+00
1.320,+2.000e-01,+5.000e-01,-2.000e+00
1.330,+2.000e-01,+5.000e-01,-2.000e+00
1.340,+2.000e-01,+5.000e-01,-2.000e+00
1.350,+2.000e-01,+5.000e-01,-2.000e+00
1.360,+2.000e-01,+5.000e-01,-2.000e+00
1.370,+2.000e-01,+5.000e-01,-2.000e+00
1.380,+2.000e-01,+5.000e-01,-2.000e+00
1.390,+2.000e-01,+5.000e-01,-2.000e+00
1.400,+2.000e-01,+5.000e-01,-2.000e+00
1.410,+2.000e-01,+5.000e-01,-2.000e+00
1.420,+2.000e-01,+5.000e-01,-2.000e+00
1.430,+2.000e-01,+5.000e-01,-2.000e+00
1.440,+2.000e-01,+5.000e-01,-2.000e+00
1.450,+2.000e-01,+5.000e-01,-2.000e+00
1.460,+2.000e-01,+5.000e-01,-2.000e+00
1.470,+2.000e-01,+5.000e-01,-2.000e+00
1.480,+2.000e-01,+5.000e-01,-2.000e+00
1.490,+2.000e-01,+5.000e-01,-2.000e+00
1.500,+2.000e-01,+5.000e-01,-2.000e+00
1.510,+2.000e-01,+5.000e-01,-2.000e+00
1.520,+2.000e-01,+5.000e-01,-2.000e+00
1.530,+2.000e-01,+5.000e-01,-2.000e+00
1.540,+2.000e-01,+5.000e-01,-2.000e+00
1.550,+2.000e-01,+5.000e-01,-2.000e+00
1.560,+2.000e-01,+5.000e-01,-2.000e+00
1.570,+2.000e-01,+5.000e-01,-2.000e+00
1.580,+2.000e-01,+5.000e-01,-2.000e+00
1.590,+2.000e-01,+5.000e-01,-2.000e+00
1.600,+2.000e-01,+5.000e-01,-2.000e+00
1.610,+2.000e-01,+5.000e-01,-2.000e+00
1.620,+2.000e-01,+5.000e-01,-2.000e+00
1.630,+2.000e-01,+5.000e-01,-2.000e+00
1.640,+2.000e-01,+5.000e-01,-2.000e+00
1.650,+2.000e-01,+5.000e-01,-2.000e+00
1.660,+2.000e-01,+5.000e-01,-2.000e+00
1.670,+2.000e-01,+5.000e-01,-2.000e+00
1.680,+2.000e-01,+5.000e-01,-2.000e+00
1.690,+2.000e-01,+5.000e-01,-2.000e+00
1.700,+2.000e-01,+5.000e-01,-2.000e+00
1.710,+2.000e-01,+5.000e-01,-2.000e+00
1.720,+2.000e-01,+5.000e-01,-2.000e+00
1.730,+2.000e-01,+5.000e-01,-2.000e+00
1.740,+2.000e-01,+5.000e-01,-2.000e+00
1.750,+2.000e-01,+5.000e-01,-2.000e+00
1.760,+2.000e-01,+5.000e-01,-2.000e+00
1.770,+2.000e-01,+5.000e-01,-2.000e+00
1.780,+2.000e-01,+5.000e-01,-2.000e+00
1.790,+2.000e-01,+5.000e-01,-2.000e+00
1.800,+2.000e-01,+5.000e-01,-2.000e+00
1.810,+2.000e-01,+5.000e-01,-2.000e+00
1.820,+2.000e-01,+5.000e-01,-2.000e+00
1.830,+2.000e-01,+5.000e-01,-2.000e+00
1.840,+2.000e-01,+5.000e-01,-2.000e+00
1.850,+2.000e-01,+5.000e-01,-2.000e+00
1.860,+2.000e-01,+5.000e-01,-2.000e+00
1.870,+2.000e-01,+5.000e-01,-2.000e+00
1.880,+2.000e-01,+5.000e-01,-2.000e+00
1.890,+2.000e-01,+5.000e-01,-2.000e+00
0.140,+2.000e-01,+5.000e-01,-2.000e+00
0.150,+2.000e-01,+5.000e-01,-2.000e+00
0.160,+2.000e-01,+5.000e-01,-2.000e+00
0.170,+2.000e-01,+5.000e-01,-2.000e+00
0.180,+2.000e-01,+5.000e-01,-2.000e+00
0.190,+2.000e-01,+5.000e-01,-2.000e+00
0.200,+2.000e-01,+5.000e-01,-2.000e+00
0.210,+2.000e-01,+5.000e-01,-2.000e+00
0.220,+2.000e-01,+5.000e-01,-2.000e+00
0.230,+2.000e-01,+5.000e-01,-2.000e+00
0.240,+2.000e-01,+5.000e-01,-2.000e+00
0.250,+2.000e-01,+5.000e-01,-2.000e+00
0.260,+2.000e-01,+5.000e-01,-2.000e+00
0.270,+2.000e-01,+5.000e-01,-2.000e+00
0.280,+2.000e-01,+5.000e-01,-2.000e+00
0.290,+2.000e-01,+5.000e-01,-2.000e+00
0.300,+2.000e-01,+5.000e-01,-2.000e+00
0.310,+2.000e-01,+5.000e-01,-2.000e+00
0.320,+2.000e-01,+5.000e-01,-2.000e+00
0.330,+2.000e-01,+5.000e-01,-2.000e+00
0.340,+2.000e-01,+5.000e-01,-2.000e+00
0.350,+2.000e-01,+5.000e-01,-2.000e+00
0.360,+2.000e-01,+5.000e-01,-2.000e+00
0.370,+2.000e-01,+5.000e-01,-2.000e+00
0.380,+2.000e-01,+5.000e-01,-2.000e+00
0.390,+2.000e-01,+5.000e-01,-2.000e+00
0.400,+2.000e-01,+5.000e-01,-2.000e+00
0.410,+2.000e-01,+5.000e-01,-2.000e+00
0.420,+2.000e-01,+5.000e-01,-2.000e+00
0.430,+2.000e-01,+5.000e-01,-2.000e+00
0.440,+2.000e-01,+5.000e-01,-2.000e+00
0.450,+2.000e-01,+5.000e-01,-2.000e+00
0.460,+2.000e-01,+5.000e-01,-2.000e+00
0.470,+2.000e-01,+5.000e-01,-2.000e+00
0.480,+2.000e-01,+5.000e-01,-2.000e+00
0.490,+2.000e-01,+5.000e-01,-2.000e+00
0.500,+2.000e-01,+5.000e-01,-2.000e+00
0.510,+2.000e-01,+5.000e-01,-2.000e+00
0.520,+2.000e-01,+5.000e-01,-2.000e+00
0.530,+2.000e-01,+5.000e-01,-2.000e+00
0.540,+2.000e-01,+5.000e-01,-2.000e+00
0.550,+2.000e-01,+5.000e-01,-2.000e+00
0.560,+2.000e-01,+5.000e-01,-2.000e+00
0.570,+2.000e-01,+5.000e-01,-2.000e+00
0.580,+2.000e-01,+5.000e-01,-2.000e+00
0.590,+2.000e-01,+5.000e-01,-2.000e+00
0.600,+2.000e-01,+5.000e-01,-2.000e+00
0.610,+2.000e-01,+5.000e-01,-2.000e+00
0.620,+2.000e-01,+5.000e-01,-2.000e+00
0.630,+2.000e-01,+5.000e-01,-2.000e+00
0.640,+2.000e-01,+5.000e-01,-2.000e+00
0.650,+2.000e-01,+5.000e-01,-2.000e+00
0.660,+2.000e-01,+5.000e-01,-2.000e+00
0.670,+2.000e-01,+5.000e-01,-2.000e+00
0.680,+2.000e-01,+5.000e-01,-2.000e+00
0.690,+2.000e-01,+5.000e-01,-2.000e+00
0.700,+2.000e-01,+5.000e-01,-2.000e+00
0.710,+2.000e-01,+5.000e-01,-2.000e+00
0.720,+2.000e-01,+5.000e-01,-2.000e+00
0.730,+2.000e-01,+5.000e-01,-2.000e+00
