/Graph
Time (s),Data (Meters),Data0 (Meters),Data1 (Meters)
12.375,+3.278e-07,+1.000e+00,-2.000e+00
12.400,+3.278e-07,+1.000e+00,-2.000e+00
12.424999,+3.278e-07,+1.000e+00,-2.000e+00
12.450,+3.278e-07,+1.000e+00,-2.000e+00
12.474999,+3.278e-07,+1.000e+00,-2.000e+00
12.500,+3.278e-07,+1.000e+00,-2.000e+00
12.525,+3.278e-07,+1.000e+00,-2.000e+00
12.549999,+3.278e-07,+1.000e+00,-2.000e+00
12.575,+3.278e-07,+1.000e+00,-2.000e+00
12.599999,+3.278e-07,+1.000e+00,-2.000e+00
12.625,+3.278e-07,+1.000e+00,-2.000e+00
12.650,+3.278e-07,+1.000e+00,-2.000e+00
12.674999,+3.278e-07,+1.000e+00,-2.000e+00
12.700,+3.278e-07,+1.000e+00,-2.000e+00
12.724999,+3.278e-07,+1.000e+00,-2.000e+00
12.750,+3.278e-07,+1.000e+00,-2.000e+00
12.775,+3.278e-07,+1.000e+00,-2.000e+00
12.799999,+3.278e-07,+1.000e+00,-2.000e+00
12.825,+3.278e-07,+1.000e+00,-2.000e+00
12.849999,+3.278e-07,+1.000e+00,-2.000e+00
12.875,+3.278e-07,+1.000e+00,-2.000e+00
12.900,+3.278e-07,+1.000e+00,-2.000e+00
12.924999,+3.278e-07,+1.000e+00,-2.000e+00
12.950,+3.278e-07,+1.000e+00,-2.000e+00
12.974999,+3.278e-07,+1.000e+00,-2.000e+00
13.000,+3.278e-07,+1.000e+00,-2.000e+00
13.025,+3.278e-07,+1.000e+00,-2.000e+00
13.049999,+3.278e-07,+1.000e+00,-2.000e+00
13.075,+3.278e-07,+1.000e+00,-2.000e+00
13.099999,+3.278e-07,+1.000e+00,-2.000e+00
13.125,+3.278e-07,+1.000e+00,-2.000e+00
13.150,+3.278e-07,+1.000e+00,-2.000e+00
13.174999,+3.278e-07,+1.000e+00,-2.000e+00
13.200,+3.278e-07,+1.000e+00,-2.000e+00
13.224999,+3.278e-07,+1.000e+00,-2.000e+00
13.250,+3.278e-07,+1.000e+00,-2.000e+00
13.275,+3.278e-07,+1.000e+00,-2.000e+00
13.299999,+3.278e-07,+1.000e+00,-2.000e+00
13.325,+3.278e-07,+1.000e+00,-2.000e+00
13.349999,+3.278e-07,+1.000e+00,-2.000e+00
13.375,+3.278e-07,+1.000e+00,-2.000e+00
13.400,+3.278e-07,+1.000e+00,-2.000e+00
13.424999,+3.278e-07,+1.000e+00,-2.000e+00
13.450,+3.278e-07,+1.000e+00,-2.000e+00
13.474999,+3.278e-07,+1.000e+00,-2.000e+00
13.500,+3.278e-07,+1.000e+00,-2.000e+00
13.525,+3.278e-07,+1.000e+00,-2.000e+00
13.549999,+3.278e-07,+1.000e+00,-2.000e+00
13.575,+3.278e-07,+1.000e+00,-2.000e+00
13.599999,+3.278e-07,+1.000e+00,-2.000e+00
13.625,+3.278e-07,+1.000e+00,-2.000e+00
13.650,+3.278e-07,+1.000e+00,-2.000e+00
13.674999,+3.278e-07,+1.000e+00,-2.000e+00
13.700,+3.278e-07,+1.000e+00,-2.000e+00
13.724999,+3.278e-07,+1.000e+00,-2.000e+00
13.750,+3.278e-07,+1.000e+00,-2.000e+00
13.775,+3.278e-07,+1.000e+00,-2.000e+00
13.799999,+3.278e-07,+1.000e+00,-2.000e+00
13.825,+3.278e-07,+1.000e+00,-2.000e+00
13.849999,+3.278e-07,+1.000e+00,-2.000e+00
13.875,+3.278e-07,+1.000e+00,-2.000e+00
13.900,+3.278e-07,+1.000e+00,-2.000e+00
13.924999,+3.278e-07,+1.000e+00,-2.000e+00
13.950,+3.278e-07,+1.000e+00,-2.000e+00
13.974999,+3.278e-07,+1.000e+00,-2.000e+00
14.000,+3.278e-07,+1.000e+00,-2.000e+00
14.025,+3.278e-07,+1.000e+00,-2.000e+00
14.049999,+3.278e-07,+1.000e+00,-2.000e+00
14.075,+3.278e-07,+1.000e+00,-2.000e+00
14.099999,+3.278e-07,+1.000e+00,-2.000e+00
14.125,+3.278e-07,+1.000e+00,-2.000e+00
14.150,+3.278e-07,+1.000e+00,-2.000e+00
14.174999,+3.278e-07,+1.000e+00,-2.000e+00
14.200,+3.278e-07,+1.000e+00,-2.000e+00
14.224999,+3.278e-07,+1.000e+00,-2.000e+00
14.250,+3.278e-07,+1.000e+00,-2.000e+00
14.275,+3.278e-07,+1.000e+00,-2.000e+00
14.299999,+3.278e-07,+1.000e+00,-2.000e+00
14.325,+3.278e-07,+1.000e+00,-2.000e+00
14.349999,+3.278e-07,+1.000e+00,-2.000e+00
14.375,+3.278e-07,+1.000e+00,-2.000e+00
14.400,+3.278e-07,+1.000e+00,-2.000e+00
14.424999,+3.278e-07,+1.000e+00,-2.000e+00
14.450,+3.278e-07,+1.000e+00,-2.000e+00
14.474999,+3.278e-07,+1.000e+00,-2.000e+00
14.500,+3.278e-07,+1.000e+00,-2.000e+00
14.525,+3.278e-07,+1.000e+00,-2.000e+00
14.549999,+3.278e-07,+1.000e+00,-2.000e+00
14.575,+3.278e-07,+1.000e+00,-2.000e+00
14.599999,+3.278e-07,+1.000e+00,-2.000e+00
14.625,+3.278e-07,+1.000e+00,-2.000e+00
14.650,+3.278e-07,+1.000e+00,-2.000e+00
14.674999,+3.278e-07,+1.000e+00,-2.000e+00
14.700,+3.278e-07,+1.000e+00,-2.000e+00
14.724999,+3.278e-07,+1.000e+00,-2.000e+00
14.750,+3.278e-07,+1.000e+00,-2.000e+00
14.775,+3.278e-07,+1.000e+00,-2.000e+00
14.799999,+3.278e-07,+1.000e+00,-2.000e+00
14.825,+3.278e-07,+1.000e+00,-2.000e+00
14.849999,+3.278e-07,+1.000e+00,-2.000e+00
14.875,+3.278e-07,+1.000e+00,-2.000e+00
14.900,+3.278e-07,+1.000e+00,-2.000e+00
14.924999,+3.278e-07,+1.000e+00,-2.000e+00
14.950,+3.278e-07,+1.000e+00,-2.000e+00
14.974999,+3.278e-07,+1.000e+00,-2.000e+00
15.000,+3.278e-07,+1.000e+00,-2.000e+00
15.025,+3.278e-07,+1.000e+00,-2.000e+00
15.049999,+3.278e-07,+1.000e+00,-2.000e+00
15.075,+3.278e-07,+1.000e+00,-2.000e+00
15.099999,+3.278e-07,+1.000e+00,-2.000e+00
15.125,+3.278e-07,+1.000e+00,-2.000e+00
15.150,+3.278e-07,+1.000e+00,-2.000e+00
15.174999,+3.278e-07,+1.000e+00,-2.000e+00
15.200,+3.278e-07,+1.000e+00,-2.000e+00
15.224999,+3.278e-07,+1.000e+00,-2.000e+00
15.250,+3.278e-07,+1.000e+00,-2.000e+00
15.275,+3.278e-07,+1.000e+00,-2.000e+00
15.299999,+3.278e-07,+1.000e+00,-2.000e+00
15.325,+3.278e-07,+1.000e+00,-2.000e+00
15.349999,+3.278e-07,+1.000e+00,-2.000e+00
15.375,+3.278e-07,+1.000e+00,-2.000e+00
15.400,+3.278e-07,+1.000e+00,-2.000e+00
15.424999,+3.278e-07,+1.000e+00,-2.000e+00
15.450,+3.278e-07,+1.000e+00,-2.000e+00
15.474999,+3.278e-07,+1.000e+00,-2.000e+00
15.500,+3.278e-07,+1.000e+00,-2.000e+00
15.525,+3.278e-07,+1.000e+00,-2.000e+00
15.549999,+3.278e-07,+1.000e+00,-2.000e+00
15.575,+3.278e-07,+1.000e+00,-2.000e+00
15.599999,+3.278e-07,+1.000e+00,-2.000e+00
15.625,+3.278e-07,+1.000e+00,-2.000e+00
15.650,+3.278e-07,+1.000e+00,-2.000e+00
15.674999,+3.278e-07,+1.000e+00,-2.000e+00
15.700,+3.278e-07,+1.000e+00,-2.000e+00
15.724999,+3.278e-07,+1.000e+00,-2.000e+00
15.750,+3.278e-07,+1.000e+00,-2.000e+00
15.775,+3.278e-07,+1.000e+00,-2.000e+00
15.799999,+3.278e-07,+1.000e+00,-2.000e+00
15.825,+3.278e-07,+1.000e+00,-2.000e+00
15.849999,+3.278e-07,+1.000e+00,-2.000e+00
15.875,+3.278e-07,+1.000e+00,-2.000e+00
15.900,+3.278e-07,+1.000e+00,-2.000e+00
15.924999,+3.278e-07,+1.000e+00,-2.000e+00
15.950,+3.278e-07,+1.000e+00,-2.000e+00
15.974999,+3.278e-07,+1.000e+00,-2.000e+00
16.000,+3.278e-07,+1.000e+00,-2.000e+00
16.025,+3.278e-07,+1.000e+00,-2.000e+00
16.049999,+3.278e-07,+1.000e+00,-2.000e+00
16.074999,+3.278e-07,+1.000e+00,-2.000e+00
16.100,+3.278e-07,+1.000e+00,-2.000e+00
16.125,+3.278e-07,+1.000e+00,-2.000e+00
16.150,+3.278e-07,+1.000e+00,-2.000e+00
16.174999,+3.278e-07,+1.000e+00,-2.000e+00
16.199999,+3.278e-07,+1.000e+00,-2.000e+00
16.225,+3.278e-07,+1.000e+00,-2.000e+00
16.250,+3.278e-07,+1.000e+00,-2.000e+00
16.275,+3.278e-07,+1.000e+00,-2.000e+00
16.299999,+3.278e-07,+1.000e+00,-2.000e+00
16.324999,+3.278e-07,+1.000e+00,-2.000e+00
16.350,+3.278e-07,+1.000e+00,-2.000e+00
16.375,+3.278e-07,+1.000e+00,-2.000e+00
16.400,+3.278e-07,+1.000e+00,-2.000e+00
16.424999,+3.278e-07,+1.000e+00,-2.000e+00
16.449999,+3.278e-07,+1.000e+00,-2.000e+00
16.475,+3.278e-07,+1.000e+00,-2.000e+00
16.500,+3.278e-07,+1.000e+00,-2.000e+00
16.525,+3.278e-07,+1.000e+00,-2.000e+00
16.549999,+3.278e-07,+1.000e+00,-2.000e+00
16.574999,+3.278e-07,+1.000e+00,-2.000e+00
16.600,+3.278e-07,+1.000e+00,-2.000e+00
16.625,+3.278e-07,+1.000e+00,-2.000e+00
16.650,+3.278e-07,+1.000e+00,-2.000e+00
16.674999,+3.278e-07,+1.000e+00,-2.000e+00
16.699999,+3.278e-07,+1.000e+00,-2.000e+00
16.725,+3.278e-07,+1.000e+00,-2.000e+00
16.750,+3.278e-07,+1.000e+00,-2.000e+00
16.775,+3.278e-07,+1.000e+00,-2.000e+00
16.799999,+3.278e-07,+1.000e+00,-2.000e+00
16.824999,+3.278e-07,+1.000e+00,-2.000e+00
16.850,+3.278e-07,+1.000e+00,-2.000e+00
16.875,+3.278e-07,+1.000e+00,-2.000e+00
16.900,+3.278e-07,+1.000e+00,-2.000e+00
16.924999,+3.278e-07,+1.000e+00,-2.000e+00
16.949999,+3.278e-07,+1.000e+00,-2.000e+00
16.975,+3.278e-07,+1.000e+00,-2.000e+00
17.000,+3.278e-07,+1.000e+00,-2.000e+00
17.025,+3.278e-07,+1.000e+00,-2.000e+00
17.049999,+3.278e-07,+1.000e+00,-2.000e+00
17.074999,+3.278e-07,+1.000e+00,-2.000e+00
17.100,+3.278e-07,+1.000e+00,-2.000e+00
17.125,+3.278e-07,+1.000e+00,-2.000e+00
17.150,+3.278e-07,+1.000e+00,-2.000e+00
17.174999,+3.278e-07,+1.000e+00,-2.000e+00
17.199999,+3.278e-07,+1.000e+00,-2.000e+00
17.225,+3.278e-07,+1.000e+00,-2.000e+00
17.250,+3.278e-07,+1.000e+00,-2.000e+00
17.275,+3.278e-07,+1.000e+00,-2.000e+00
17.299999,+3.278e-07,+1.000e+00,-2.000e+00
17.324999,+3.278e-07,+1.000e+00,-2.000e+00
17.350,+3.278e-07,+1.000e+00,-2.000e+00
17.375,+3.278e-07,+1.000e+00,-2.000e+00
17.400,+3.278e-07,+1.000e+00,-2.000e+00
17.424999,+3.278e-07,+1.000e+00,-2.000e+00
17.449999,+3.278e-07,+1.000e+00,-2.000e+00
17.475,+3.278e-07,+1.000e+00,-2.000e+00
17.500,+3.278e-07,+1.000e+00,-2.000e+00
17.525,+3.278e-07,+1.000e+00,-2.000e+00
17.549999,+3.278e-07,+1.000e+00,-2.000e+00
17.574999,+3.278e-07,+1.000e+00,-2.000e+00
17.600,+3.278e-07,+1.000e+00,-2.000e+00
17.625,+3.278e-07,+1.000e+00,-2.000e+00
17.650,+3.278e-07,+1.000e+00,-2.000e+00
17.674999,+3.278e-07,+1.000e+00,-2.000e+00
17.699999,+3.278e-07,+1.000e+00,-2.000e+00
17.725,+3.278e-07,+1.000e+00,-2.000e+00
17.775,+3.278e-07,+1.000e+00,-2.000e+00
17.799999,+3.278e-07,+1.000e+00,-2.000e+00
17.824999,+3.278e-07,+1.000e+00,-2.000e+00
17.850,+3.278e-07,+1.000e+00,-2.000e+00
17.875,+3.278e-07,+1.000e+00,-2.000e+00
17.900,+3.278e-07,+1.000e+00,-2.000e+00
17.924999,+3.278e-07,+1.000e+00,-2.000e+00
17.949999,+3.278e-07,+1.000e+00,-2.000e+00
17.975,+3.278e-07,+1.000e+00,-2.000e+00
18.000,+3.278e-07,+1.000e+00,-2.000e+00
18.025,+3.278e-07,+1.000e+00,-2.000e+00
18.049999,+3.278e-07,+1.000e+00,-2.000e+00
18.074999,+3.278e-07,+1.000e+00,-2.000e+00
18.100,+3.278e-07,+1.000e+00,-2.000e+00
18.125,+3.278e-07,+1.000e+00,-2.000e+00
18.150,+3.278e-07,+1.000e+00,-2.000e+00
18.174999,+3.278e-07,+1.000e+00,-2.000e+00
18.199999,+3.278e-07,+1.000e+00,-2.000e+00
18.225,+3.278e-07,+1.000e+00,-2.000e+00
18.250,+3.278e-07,+1.000e+00,-2.000e+00
18.275,+3.278e-07,+1.000e+00,-2.000e+00
18.299999,+3.278e-07,+1.000e+00,-2.000e+00
18.324999,+3.278e-07,+1.000e+00,-2.000e+00
18.350,+3.278e-07,+1.000e+00,-2.000e+00
18.375,+3.278e-07,+1.000e+00,-2.000e+00
18.400,+3.278e-07,+1.000e+00,-2.000e+00
18.424999,+3.278e-07,+1.000e+00,-2.000e+00
18.449999,+3.278e-07,+1.000e+00,-2.000e+00
18.475,+3.278e-07,+1.000e+00,-2.000e+00
18.500,+3.278e-07,+1.000e+00,-2.000e+00
18.525,+3.278e-07,+1.000e+00,-2.000e+00
18.549999,+3.278e-07,+1.000e+00,-2.000e+00
18.574999,+3.278e-07,+1.000e+00,-2.000e+00
18.600,+3.278e-07,+1.000e+00,-2.000e+00
18.625,+3.278e-07,+1.000e+00,-2.000e+00
18.650,+3.278e-07,+1.000e+00,-2.000e+00
18.674999,+3.278e-07,+1.000e+00,-2.000e+00
18.699999,+3.278e-07,+1.000e+00,-2.000e+00
18.725,+3.278e-07,+1.000e+00,-2.000e+00
18.750,+3.278e-07,+1.000e+00,-2.000e+00
18.775,+3.278e-07,+1.000e+00,-2.000e+00
18.799999,+3.278e-07,+1.000e+00,-2.000e+00
18.824999,+3.278e-07,+1.000e+00,-2.000e+00
18.850,+3.278e-07,+1.000e+00,-2.000e+00
18.875,+3.278e-07,+1.000e+00,-2.000e+00
18.900,+3.278e-07,+1.000e+00,-2.000e+00
18.924999,+3.278e-07,+1.000e+00,-2.000e+00
18.949999,+3.278e-07,+1.000e+00,-2.000e+00
18.975,+3.278e-07,+1.000e+00,-2.000e+00
19.000,+3.278e-07,+1.000e+00,-2.000e+00
19.025,+3.278e-07,+1.000e+00,-2.000e+00
19.049999,+3.278e-07,+1.000e+00,-2.000e+00
19.074999,+3.278e-07,+1.000e+00,-2.000e+00
19.100,+3.278e-07,+1.000e+00,-2.000e+00
19.125,+3.278e-07,+1.000e+00,-2.000e+00
19.150,+3.278e-07,+1.000e+00,-2.000e+00
19.174999,+3.278e-07,+1.000e+00,-2.000e+00
19.199999,+3.278e-07,+1.000e+00,-2.000e+00
19.225,+3.278e-07,+1.000e+00,-2.000e+00
19.250,+3.278e-07,+1.000e+00,-2.000e+00
19.275,+3.278e-07,+1.000e+00,-2.000e+00
19.299999,+3.278e-07,+1.000e+00,-2.000e+00
19.324999,+3.278e-07,+1.000e+00,-2.000e+00
19.350,+3.278e-07,+1.000e+00,-2.000e+00
19.375,+3.278e-07,+1.000e+00,-2.000e+00
19.400,+3.278e-07,+1.000e+00,-2.000e+00
19.424999,+3.278e-07,+1.000e+00,-2.000e+00
19.449999,+3.278e-07,+1.000e+00,-2.000e+00
19.475,+3.278e-07,+1.000e+00,-2.000e+00
19.500,+3.278e-07,+1.000e+00,-2.000e+00
19.525,+3.278e-07,+1.000e+00,-2.000e+00
19.549999,+3.278e-07,+1.000e+00,-2.000e+00
19.574999,+3.278e-07,+1.000e+00,-2.000e+00
19.600,+3.278e-07,+1.000e+00,-2.000e+00
19.625,+3.278e-07,+1.000e+00,-2.000e+00
19.650,+3.278e-07,+1.000e+00,-2.000e+00
19.674999,+3.278e-07,+1.000e+00,-2.000e+00
19.699999,+3.278e-07,+1.000e+00,-2.000e+00
19.725,+3.278e-07,+1.000e+00,-2.000e+00
19.750,+3.278e-07,+1.000e+00,-2.000e+00
19.775,+3.278e-07,+1.000e+00,-2.000e+00
19.799999,+3.278e-07,+1.000e+00,-2.000e+00
19.824999,+3.278e-07,+1.000e+00,-2.000e+00
19.850,+3.278e-07,+1.000e+00,-2.000e+00
19.875,+3.278e-07,+1.000e+00,-2.000e+00
19.900,+3.278e-07,+1.000e+00,-2.000e+00
19.924999,+3.278e-07,+1.000e+00,-2.000e+00
19.949999,+3.278e-07,+1.000e+00,-2.000e+00
19.975,+3.278e-07,+1.000e+00,-2.000e+00
20.000,+3.278e-07,+1.000e+00,-2.000e+00
20.025,+3.278e-07,+1.000e+00,-2.000e+00
20.049999,+3.278e-07,+1.000e+00,-2.000e+00
20.074999,+3.278e-07,+1.000e+00,-2.000e+00
20.100,+3.278e-07,+1.000e+00,-2.000e+00
20.125,+3.278e-07,+1.000e+00,-2.000e+00
20.150,+3.278e-07,+1.000e+00,-2.000e+00
20.174999,+3.278e-07,+1.000e+00,-2.000e+00
20.199999,+3.278e-07,+1.000e+00,-2.000e+00
20.225,+3.278e-07,+1.000e+00,-2.000e+00
20.250,+3.278e-07,+1.000e+00,-2.000e+00
20.275,+3.278e-07,+1.000e+00,-2.000e+00
20.299999,+3.278e-07,+1.000e+00,-2.000e+00
20.324999,+3.278e-07,+1.000e+00,-2.000e+00
20.350,+3.278e-07,+1.000e+00,-2.000e+00
20.375,+3.278e-07,+1.000e+00,-2.000e+00
20.400,+3.278e-07,+1.000e+00,-2.000e+00
20.424999,+3.278e-07,+1.000e+00,-2.000e+00
20.449999,+3.278e-07,+1.000e+00,-2.000e+00
20.475,+3.278e-07,+1.000e+00,-2.000e+00
20.500,+3.278e-07,+1.000e+00,-2.000e+00
20.525,+3.278e-07,+1.000e+00,-2.000e+00
20.549999,+3.278e-07,+1.000e+00,-2.000e+00
20.574999,+3.278e-07,+1.000e+00,-2.000e+00
20.600,+3.278e-07,+1.000e+00,-2.000e+00
20.625,+3.278e-07,+1.000e+00,-2.000e+00
20.650,+3.278e-07,+1.000e+00,-2.000e+00
20.674999,+3.278e-07,+1.000e+00,-2.000e+00
20.699999,+3.278e-07,+1.000e+00,-2.000e+00
20.725,+3.278e-07,+1.000e+00,-2.000e+00
20.750,+3.278e-07,+1.000e+00,-2.000e+00
20.775,+3.278e-07,+1.000e+00,-2.000e+00
20.799999,+3.278e-07,+1.000e+00,-2.000e+00
20.824999,+3.278e-07,+1.000e+00,-2.000e+00
20.850,+3.278e-07,+1.000e+00,-2.000e+00
20.875,+3.278e-07,+1.000e+00,-2.000e+00
20.900,+3.278e-07,+1.000e+00,-2.000e+00
20.924999,+3.278e-07,+1.000e+00,-2.000e+00
20.949999,+3.278e-07,+1.000e+00,-2.000e+00
20.975,+3.278e-07,+1.000e+00,-2.000e+00
21.000,+3.278e-07,+1.000e+00,-2.000e+00
21.025,+3.278e-07,+1.000e+00,-2.000e+00
21.049999,+3.278e-07,+1.000e+00,-2.000e+00
21.074999,+3.278e-07,+1.000e+00,-2.000e+00
21.100,+3.278e-07,+1.000e+00,-2.000e+00
21.125,+3.278e-07,+1.000e+00,-2.000e+00
21.150,+3.278e-07,+1.000e+00,-2.000e+00
21.174999,+3.278e-07,+1.000e+00,-2.000e+00
21.199999,+3.278e-07,+1.000e+00,-2.000e+00
21.225,+3.278e-07,+1.000e+00,-2.000e+00
21.250,+3.278e-07,+1.000e+00,-2.000e+00
21.275,+3.278e-07,+1.000e+00,-2.000e+00
21.299999,+3.278e-07,+1.000e+00,-2.000e+00
21.324999,+3.278e-07,+1.000e+00,-2.000e+00
21.350,+3.278e-07,+1.000e+00,-2.000e+00
21.375,+3.278e-07,+1.000e+00,-2.000e+00
21.400,+3.278e-07,+1.000e+00,-2.000e+00
21.424999,+3.278e-07,+1.000e+00,-2.000e+00
21.449999,+3.278e-07,+1.000e+00,-2.000e+00
21.475,+3.278e-07,+1.000e+00,-2.000e+00
21.500,+3.278e-07,+1.000e+00,-2.000e+00
21.525,+3.278e-07,+1.000e+00,-2.000e+00
21.549999,+3.278e-07,+1.000e+00,-2.000e+00
21.574999,+3.278e-07,+1.000e+00,-2.000e+00
21.600,+3.278e-07,+1.000e+00,-2.000e+00
21.625,+3.278e-07,+1.000e+00,-2.000e+00
21.650,+3.278e-07,+1.000e+00,-2.000e+00
21.674999,+3.278e-07,+1.000e+00,-2.000e+00
21.699999,+3.278e-07,+1.000e+00,-2.000e+00
21.725,+3.278e-07,+1.000e+00,-2.000e+00
21.750,+3.278e-07,+1.000e+00,-2.000e+00
21.775,+3.278e-07,+1.000e+00,-2.000e+00
21.799999,+3.278e-07,+1.000e+00,-2.000e+00
21.824999,+3.278e-07,+1.000e+00,-2.000e+00
21.850,+3.278e-07,+1.000e+00,-2.000e+00
21.875,+3.278e-07,+1.000e+00,-2.000e+00
21.900,+3.278e-07,+1.000e+00,-2.000e+00
21.924999,+3.278e-07,+1.000e+00,-2.000e+00
21.949999,+3.278e-07,+1.000e+00,-2.000e+00
21.975,+3.278e-07,+1.000e+00,-2.000e+00
22.000,+3.278e-07,+1.000e+00,-2.000e+00
22.025,+3.278e-07,+1.000e+00,-2.000e+00
22.049999,+3.278e-07,+1.000e+00,-2.000e+00
22.074999,+3.278e-07,+1.000e+00,-2.000e+00
22.100,+3.278e-07,+1.000e+00,-2.000e+00
22.125,+3.278e-07,+1.000e+00,-2.000e+00
22.150,+3.278e-07,+1.000e+00,-2.000e+00
22.174999,+3.278e-07,+1.000e+00,-2.000e+00
22.199999,+3.278e-07,+1.000e+00,-2.000e+00
22.225,+3.278e-07,+1.000e+00,-2.000e+00
22.250,+3.278e-07,+1.000e+00,-2.000e+00
22.275,+3.278e-07,+1.000e+00,-2.000e+00
22.299999,+3.278e-07,+1.000e+00,-2.000e+00
22.324999,+3.278e-07,+1.000e+00,-2.000e+00
22.350,+3.278e-07,+1.000e+00,-2.000e+00
22.375,+3.278e-07,+1.000e+00,-2.000e+00
22.400,+3.278e-07,+1.000e+00,-2.000e+00
22.424999,+3.278e-07,+1.000e+00,-2.000e+00
22.449999,+3.278e-07,+1.000e+00,-2.000e+00
22.475,+3.278e-07,+1.000e+00,-2.000e+00
22.500,+3.278e-07,+1.000e+00,-2.000e+00
22.525,+3.278e-07,+1.000e+00,-2.000e+00
22.549999,+3.278e-07,+1.000e+00,-2.000e+00
22.574999,+3.278e-07,+1.000e+00,-2.000e+00
22.600,+3.278e-07,+1.000e+00,-2.000e+00
22.625,+3.278e-07,+1.000e+00,-2.000e+00
22.650,+3.278e-07,+1.000e+00,-2.000e+00
22.674999,+3.278e-07,+1.000e+00,-2.000e+00
22.699999,+3.278e-07,+1.000e+00,-2.000e+00
22.725,+3.278e-07,+1.000e+00,-2.000e+00
22.750,+3.278e-07,+1.000e+00,-2.000e+00
22.775,+3.278e-07,+1.000e+00,-2.000e+00
22.799999,+3.278e-07,+1.000e+00,-2.000e+00
22.824999,+3.278e-07,+1.000e+00,-2.000e+00
22.850,+3.278e-07,+1.000e+00,-2.000e+00
22.875,+3.278e-07,+1.000e+00,-2.000e+00
22.900,+3.278e-07,+1.000e+00,-2.000e+00
22.924999,+3.278e-07,+1.000e+00,-2.000e+00
22.949999,+3.278e-07,+1.000e+00,-2.000e+00
22.975,+3.278e-07,+1.000e+00,-2.000e+00
23.000,+3.278e-07,+1.000e+00,-2.000e+00
23.025,+3.278e-07,+1.000e+00,-2.000e+00
23.049999,+3.278e-07,+1.000e+00,-2.000e+00
23.074999,+3.278e-07,+1.000e+00,-2.000e+00
23.100,+3.278e-07,+1.000e+00,-2.000e+00
23.125,+3.278e-07,+1.000e+00,-2.000e+00
23.150,+3.278e-07,+1.000e+00,-2.000e+00
23.174999,+3.278e-07,+1.000e+00,-2.000e+00
23.199999,+3.278e-07,+1.000e+00,-2.000e+00
23.225,+3.278e-07,+1.000e+00,-2.000e+00
23.250,+3.278e-07,+1.000e+00,-2.000e+00
23.275,+3.278e-07,+1.000e+00,-2.000e+00
23.299999,+3.278e-07,+1.000e+00,-2.000e+00
23.324999,+3.278e-07,+1.000e+00,-2.000e+00
23.350,+3.278e-07,+1.000e+00,-2.000e+00
23.375,+3.278e-07,+1.000e+00,-2.000e+00
23.400,+3.278e-07,+1.000e+00,-2.000e+00
23.424999,+3.278e-07,+1.000e+00,-2.000e+00
23.449999,+3.278e-07,+1.000e+00,-2.000e+00
23.475,+3.278e-07,+1.000e+00,-2.000e+00
23.500,+3.278e-07,+1.000e+00,-2.000e+00
23.525,+3.278e-07,+1.000e+00,-2.000e+00
23.549999,+3.278e-07,+1.000e+00,-2.000e+00
23.574999,+3.278e-07,+1.000e+00,-2.000e+00
23.600,+3.278e-07,+1.000e+00,-2.000e+00
23.625,+3.278e-07,+1.000e+00,-2.000e+00
23.650,+3.278e-07,+1.000e+00,-2.000e+00
23.674999,+3.278e-07,+1.000e+00,-2.000e+00
23.699999,+3.278e-07,+1.000e+00,-2.000e+00
23.725,+3.278e-07,+1.000e+00,-2.000e+00
23.750,+3.278e-07,+1.000e+00,-2.000e+00
23.775,+3.278e-07,+1.000e+00,-2.000e+00
23.799999,+3.278e-07,+1.000e+00,-2.000e+00
23.824999,+3.278e-07,+1.000e+00,-2.000e+00
23.850,+3.278e-07,+1.000e+00,-2.000e+00
23.875,+3.278e-07,+1.000e+00,-2.000e+00
23.900,+3.278e-07,+1.000e+00,-2.000e+00
23.924999,+3.278e-07,+1.000e+00,-2.000e+00
23.949999,+3.278e-07,+1.000e+00,-2.000e+00
23.975,+3.278e-07,+1.000e+00,-2.000e+00
24.000,+3.278e-07,+1.000e+00,-2.000e+00
24.025,+3.278e-07,+1.000e+00,-2.000e+00
24.049999,+3.278e-07,+1.000e+00,-2.000e+00
24.074999,+3.278e-07,+1.000e+00,-2.000e+00
24.100,+3.278e-07,+1.000e+00,-2.000e+00
24.125,+3.278e-07,+1.000e+00,-2.000e+00
24.150,+3.278e-07,+1.000e+00,-2.000e+00
24.174999,+3.278e-07,+1.000e+00,-2.000e+00
24.199999,+3.278e-07,+1.000e+00,-2.000e+00
24.225,+3.278e-07,+1.000e+00,-2.000e+00
24.250,+3.278e-07,+1.000e+00,-2.000e+00
24.275,+3.278e-07,+1.000e+00,-2.000e+00
24.299999,+3.278e-07,+1.000e+00,-2.000e+00
24.324999,+3.278e-07,+1.000e+00,-2.000e+00
24.350,+3.278e-07,+1.000e+00,-2.000e+00
24.375,+3.278e-07,+1.000e+00,-2.000e+00
24.400,+3.278e-07,+1.000e+00,-2.000e+00
24.424999,+3.278e-07,+1.000e+00,-2.000e+00
24.449999,+3.278e-07,+1.000e+00,-2.000e+00
24.475,+3.278e-07,+1.000e+00,-2.000e+00
24.500,+3.278e-07,+1.000e+00,-2.000e+00
24.525,+3.278e-07,+1.000e+00,-2.000e+00
24.549999,+3.278e-07,+1.000e+00,-2.000e+00
24.574999,+3.278e-07,+1.000e+00,-2.000e+00
24.600,+3.278e-07,+1.000e+00,-2.000e+00
24.625,+3.278e-07,+1.000e+00,-2.000e+00
24.650,+3.278e-07,+1.000e+00,-2.000e+00
